PROCESS_ID,COMPONENT_ID,TRANSACTION_ID,STATISTIC_NAME,STATISTIC_DURATION,CREATION_TIMESTAMP,
PROCESS_1,COMPONENT_2,1483246801211935.77,XYZ_Latency_061,1.46,2017/01/01 00:00:01.211935,
PROCESS_1,COMPONENT_2,1483246811436014.47,XYZ_Latency_012,1.66,2017/01/01 00:00:11.436014,
PROCESS_1,COMPONENT_2,1483246811436014.47,XYZ_Latency_060,1.59,2017/01/01 00:00:11.436014,
PROCESS_1,COMPONENT_2,1483246811436014.47,XYZ_Latency_058,1.81,2017/01/01 00:00:11.436014,
PROCESS_1,COMPONENT_2,1483246811436014.47,XYZ_Latency_074,0.31,2017/01/01 00:00:11.436014,
PROCESS_1,COMPONENT_2,1483246811436014.47,XYZ_Latency_094,0.13,2017/01/01 00:00:11.436014,
PROCESS_2,COMPONENT_1,1483246810517329.21,XYZ_Latency_021,1.1,2017/01/01 00:00:10.517329,
PROCESS_2,COMPONENT_1,1483246810517329.21,XYZ_Latency_021,0.91,2017/01/01 00:00:10.517329,
PROCESS_2,COMPONENT_1,1483246810517329.21,XYZ_Latency_082,1.91,2017/01/01 00:00:10.517329,
PROCESS_2,COMPONENT_1,1483246810517329.21,XYZ_Latency_003,1.69,2017/01/01 00:00:10.517329,
PROCESS_2,COMPONENT_1,1483246810517329.21,XYZ_Latency_075,0.26,2017/01/01 00:00:10.517329,
PROCESS_2,COMPONENT_2,1483246804999442.93,XYZ_Latency_009,0.6,2017/01/01 00:00:04.999442,
PROCESS_2,COMPONENT_2,1483246804999442.93,XYZ_Latency_056,0.86,2017/01/01 00:00:04.999442,
PROCESS_2,COMPONENT_2,1483246804999442.93,XYZ_Latency_037,0.27,2017/01/01 00:00:04.999442,
PROCESS_2,COMPONENT_2,1483246804999442.93,XYZ_Latency_044,0.53,2017/01/01 00:00:04.999442,
PROCESS_2,COMPONENT_2,1483246804999442.93,XYZ_Latency_067,0.97,2017/01/01 00:00:04.999442,
PROCESS_1,COMPONENT_2,1483246805638013.20,XYZ_Latency_005,1.37,2017/01/01 00:00:05.638013,
PROCESS_1,COMPONENT_2,1483246805638013.20,XYZ_Latency_071,1.96,2017/01/01 00:00:05.638013,
PROCESS_1,COMPONENT_2,1483246805638013.20,XYZ_Latency_065,0.76,2017/01/01 00:00:05.638013,
PROCESS_1,COMPONENT_2,1483246805638013.20,XYZ_Latency_096,1.54,2017/01/01 00:00:05.638013,
PROCESS_1,COMPONENT_2,1483246805638013.20,XYZ_Latency_091,1.99,2017/01/01 00:00:05.638013,
PROCESS_2,COMPONENT_3,1483246813475341.18,XYZ_Latency_039,0.27,2017/01/01 00:00:13.475341,
PROCESS_2,COMPONENT_3,1483246813475341.18,XYZ_Latency_016,1.29,2017/01/01 00:00:13.475341,
PROCESS_2,COMPONENT_3,1483246813475341.18,XYZ_Latency_026,1.21,2017/01/01 00:00:13.475341,
PROCESS_2,COMPONENT_3,1483246813475341.18,XYZ_Latency_061,0.19,2017/01/01 00:00:13.475341,
PROCESS_2,COMPONENT_3,1483246813475341.18,XYZ_Latency_097,1.32,2017/01/01 00:00:13.475341,
PROCESS_1,COMPONENT_1,1483246809620016.07,XYZ_Latency_094,1.47,2017/01/01 00:00:09.620016,
PROCESS_1,COMPONENT_1,1483246809620016.07,XYZ_Latency_079,1.18,2017/01/01 00:00:09.620016,
PROCESS_1,COMPONENT_1,1483246809620016.07,XYZ_Latency_017,1.6,2017/01/01 00:00:09.620016,
PROCESS_1,COMPONENT_1,1483246809620016.07,XYZ_Latency_008,1.61,2017/01/01 00:00:09.620016,
PROCESS_1,COMPONENT_1,1483246809620016.07,XYZ_Latency_096,1.1,2017/01/01 00:00:09.620016,
PROCESS_1,COMPONENT_1,1483246813448661.49,XYZ_Latency_041,1.6,2017/01/01 00:00:13.448661,
PROCESS_1,COMPONENT_1,1483246813448661.49,XYZ_Latency_089,1.83,2017/01/01 00:00:13.448661,
PROCESS_1,COMPONENT_1,1483246813448661.49,XYZ_Latency_015,0.29,2017/01/01 00:00:13.448661,
PROCESS_1,COMPONENT_1,1483246813448661.49,XYZ_Latency_042,1.7,2017/01/01 00:00:13.448661,
PROCESS_1,COMPONENT_1,1483246813448661.49,XYZ_Latency_078,1.73,2017/01/01 00:00:13.448661,
PROCESS_1,COMPONENT_2,1483246804996498.97,XYZ_Latency_091,1.16,2017/01/01 00:00:04.996498,
PROCESS_1,COMPONENT_2,1483246804996498.97,XYZ_Latency_031,0.92,2017/01/01 00:00:04.996498,
PROCESS_1,COMPONENT_2,1483246804996498.97,XYZ_Latency_025,0.92,2017/01/01 00:00:04.996498,
PROCESS_1,COMPONENT_2,1483246804996498.97,XYZ_Latency_088,0.79,2017/01/01 00:00:04.996498,
PROCESS_1,COMPONENT_2,1483246804996498.97,XYZ_Latency_031,0.98,2017/01/01 00:00:04.996498,
PROCESS_2,COMPONENT_3,1483246802517163.13,XYZ_Latency_024,1.29,2017/01/01 00:00:02.517163,
PROCESS_2,COMPONENT_3,1483246802517163.13,XYZ_Latency_011,1.06,2017/01/01 00:00:02.517163,
PROCESS_2,COMPONENT_3,1483246802517163.13,XYZ_Latency_066,0.59,2017/01/01 00:00:02.517163,
PROCESS_2,COMPONENT_3,1483246802517163.13,XYZ_Latency_008,0.46,2017/01/01 00:00:02.517163,
PROCESS_2,COMPONENT_3,1483246802517163.13,XYZ_Latency_073,1.64,2017/01/01 00:00:02.517163,
PROCESS_1,COMPONENT_3,1483246803552942.06,XYZ_Latency_042,0.13,2017/01/01 00:00:03.552942,
PROCESS_1,COMPONENT_3,1483246803552942.06,XYZ_Latency_026,0.5,2017/01/01 00:00:03.552942,
PROCESS_1,COMPONENT_3,1483246803552942.06,XYZ_Latency_056,1.57,2017/01/01 00:00:03.552942,
PROCESS_1,COMPONENT_3,1483246803552942.06,XYZ_Latency_021,1.11,2017/01/01 00:00:03.552942,
PROCESS_1,COMPONENT_3,1483246803552942.06,XYZ_Latency_053,1.48,2017/01/01 00:00:03.552942,
PROCESS_2,COMPONENT_1,1483246804943754.08,XYZ_Latency_072,1.69,2017/01/01 00:00:04.943754,
PROCESS_2,COMPONENT_1,1483246804943754.08,XYZ_Latency_045,0.26,2017/01/01 00:00:04.943754,
PROCESS_2,COMPONENT_1,1483246804943754.08,XYZ_Latency_078,1.02,2017/01/01 00:00:04.943754,
PROCESS_2,COMPONENT_1,1483246804943754.08,XYZ_Latency_071,0.61,2017/01/01 00:00:04.943754,
PROCESS_2,COMPONENT_1,1483246804943754.08,XYZ_Latency_042,0.26,2017/01/01 00:00:04.943754,
PROCESS_1,COMPONENT_1,1483246811049685.59,XYZ_Latency_050,0.57,2017/01/01 00:00:11.049685,
PROCESS_1,COMPONENT_1,1483246811049685.59,XYZ_Latency_040,0.81,2017/01/01 00:00:11.049685,
PROCESS_1,COMPONENT_1,1483246811049685.59,XYZ_Latency_073,0.31,2017/01/01 00:00:11.049685,
PROCESS_1,COMPONENT_1,1483246811049685.59,XYZ_Latency_091,1.96,2017/01/01 00:00:11.049685,
PROCESS_1,COMPONENT_1,1483246811049685.59,XYZ_Latency_036,1.67,2017/01/01 00:00:11.049685,
PROCESS_1,COMPONENT_1,1483246800272891.28,XYZ_Latency_066,1.27,2017/01/01 00:00:00.272891,
PROCESS_1,COMPONENT_1,1483246800272891.28,XYZ_Latency_031,0.68,2017/01/01 00:00:00.272891,
PROCESS_1,COMPONENT_1,1483246800272891.28,XYZ_Latency_055,0.6,2017/01/01 00:00:00.272891,
PROCESS_1,COMPONENT_1,1483246800272891.28,XYZ_Latency_006,0.51,2017/01/01 00:00:00.272891,
PROCESS_1,COMPONENT_1,1483246800272891.28,XYZ_Latency_081,1.7,2017/01/01 00:00:00.272891,
PROCESS_1,COMPONENT_3,1483246803240666.72,XYZ_Latency_028,0.98,2017/01/01 00:00:03.240666,
PROCESS_1,COMPONENT_3,1483246803240666.72,XYZ_Latency_096,1.9,2017/01/01 00:00:03.240666,
PROCESS_1,COMPONENT_3,1483246803240666.72,XYZ_Latency_029,1.28,2017/01/01 00:00:03.240666,
PROCESS_1,COMPONENT_3,1483246803240666.72,XYZ_Latency_056,1.51,2017/01/01 00:00:03.240666,
PROCESS_1,COMPONENT_3,1483246803240666.72,XYZ_Latency_001,0.29,2017/01/01 00:00:03.240666,
PROCESS_1,COMPONENT_1,1483246801265338.79,XYZ_Latency_059,0.79,2017/01/01 00:00:01.265338,
PROCESS_1,COMPONENT_1,1483246801265338.79,XYZ_Latency_093,1.68,2017/01/01 00:00:01.265338,
PROCESS_1,COMPONENT_1,1483246801265338.79,XYZ_Latency_017,1.21,2017/01/01 00:00:01.265338,
PROCESS_1,COMPONENT_1,1483246801265338.79,XYZ_Latency_095,1.58,2017/01/01 00:00:01.265338,
PROCESS_1,COMPONENT_1,1483246801265338.79,XYZ_Latency_001,0.26,2017/01/01 00:00:01.265338,
PROCESS_2,COMPONENT_4,1483246805692647.72,XYZ_Latency_009,1.89,2017/01/01 00:00:05.692647,
PROCESS_2,COMPONENT_4,1483246805692647.72,XYZ_Latency_001,0.26,2017/01/01 00:00:05.692647,
PROCESS_2,COMPONENT_4,1483246805692647.72,XYZ_Latency_021,1.31,2017/01/01 00:00:05.692647,
PROCESS_2,COMPONENT_4,1483246805692647.72,XYZ_Latency_014,1.17,2017/01/01 00:00:05.692647,
PROCESS_2,COMPONENT_4,1483246805692647.72,XYZ_Latency_081,0.39,2017/01/01 00:00:05.692647,
PROCESS_1,COMPONENT_4,1483246803248818.77,XYZ_Latency_044,0.82,2017/01/01 00:00:03.248818,
PROCESS_1,COMPONENT_4,1483246803248818.77,XYZ_Latency_022,1.11,2017/01/01 00:00:03.248818,
PROCESS_1,COMPONENT_4,1483246803248818.77,XYZ_Latency_028,1.57,2017/01/01 00:00:03.248818,
PROCESS_1,COMPONENT_4,1483246803248818.77,XYZ_Latency_079,1.23,2017/01/01 00:00:03.248818,
PROCESS_1,COMPONENT_4,1483246803248818.77,XYZ_Latency_059,1.08,2017/01/01 00:00:03.248818,
PROCESS_1,COMPONENT_1,1483246801732476.97,XYZ_Latency_018,0.89,2017/01/01 00:00:01.732476,
PROCESS_1,COMPONENT_1,1483246801732476.97,XYZ_Latency_056,1.99,2017/01/01 00:00:01.732476,
PROCESS_1,COMPONENT_1,1483246801732476.97,XYZ_Latency_077,0.24,2017/01/01 00:00:01.732476,
PROCESS_1,COMPONENT_1,1483246801732476.97,XYZ_Latency_060,0.97,2017/01/01 00:00:01.732476,
PROCESS_1,COMPONENT_1,1483246801732476.97,XYZ_Latency_024,1.96,2017/01/01 00:00:01.732476,
PROCESS_2,COMPONENT_2,1483246809038423.83,XYZ_Latency_013,1.65,2017/01/01 00:00:09.038423,
PROCESS_2,COMPONENT_2,1483246809038423.83,XYZ_Latency_084,0.2,2017/01/01 00:00:09.038423,
PROCESS_2,COMPONENT_2,1483246809038423.83,XYZ_Latency_025,0.29,2017/01/01 00:00:09.038423,
PROCESS_2,COMPONENT_2,1483246809038423.83,XYZ_Latency_086,0.58,2017/01/01 00:00:09.038423,
PROCESS_2,COMPONENT_2,1483246809038423.83,XYZ_Latency_029,0.56,2017/01/01 00:00:09.038423,
PROCESS_1,COMPONENT_1,1483246801286761.15,XYZ_Latency_055,1.92,2017/01/01 00:00:01.286761,
PROCESS_1,COMPONENT_1,1483246801286761.15,XYZ_Latency_027,1.41,2017/01/01 00:00:01.286761,
PROCESS_1,COMPONENT_1,1483246801286761.15,XYZ_Latency_008,1.93,2017/01/01 00:00:01.286761,
PROCESS_1,COMPONENT_1,1483246801286761.15,XYZ_Latency_001,1.31,2017/01/01 00:00:01.286761,
PROCESS_1,COMPONENT_1,1483246801286761.15,XYZ_Latency_055,1.93,2017/01/01 00:00:01.286761,
PROCESS_1,COMPONENT_1,1483246809331719.45,XYZ_Latency_014,0.53,2017/01/01 00:00:09.331719,
PROCESS_1,COMPONENT_1,1483246809331719.45,XYZ_Latency_025,0.21,2017/01/01 00:00:09.331719,
PROCESS_1,COMPONENT_1,1483246809331719.45,XYZ_Latency_003,0.5,2017/01/01 00:00:09.331719,
PROCESS_1,COMPONENT_1,1483246809331719.45,XYZ_Latency_032,1.94,2017/01/01 00:00:09.331719,
PROCESS_1,COMPONENT_1,1483246809331719.45,XYZ_Latency_025,0.95,2017/01/01 00:00:09.331719,
PROCESS_2,COMPONENT_1,1483246808511619.63,XYZ_Latency_031,0.34,2017/01/01 00:00:08.511619,
PROCESS_2,COMPONENT_1,1483246808511619.63,XYZ_Latency_051,1.59,2017/01/01 00:00:08.511619,
PROCESS_2,COMPONENT_1,1483246808511619.63,XYZ_Latency_076,1.54,2017/01/01 00:00:08.511619,
PROCESS_2,COMPONENT_1,1483246808511619.63,XYZ_Latency_004,0.54,2017/01/01 00:00:08.511619,
PROCESS_2,COMPONENT_1,1483246808511619.63,XYZ_Latency_078,1.84,2017/01/01 00:00:08.511619,
PROCESS_1,COMPONENT_2,1483246805363052.70,XYZ_Latency_027,0.89,2017/01/01 00:00:05.363052,
PROCESS_1,COMPONENT_2,1483246805363052.70,XYZ_Latency_045,2.0,2017/01/01 00:00:05.363052,
PROCESS_1,COMPONENT_2,1483246805363052.70,XYZ_Latency_015,0.46,2017/01/01 00:00:05.363052,
PROCESS_1,COMPONENT_2,1483246805363052.70,XYZ_Latency_063,0.21,2017/01/01 00:00:05.363052,
PROCESS_1,COMPONENT_2,1483246805363052.70,XYZ_Latency_076,1.33,2017/01/01 00:00:05.363052,
PROCESS_1,COMPONENT_5,1483246808086691.40,XYZ_Latency_095,0.61,2017/01/01 00:00:08.086691,
PROCESS_1,COMPONENT_5,1483246808086691.40,XYZ_Latency_035,0.62,2017/01/01 00:00:08.086691,
PROCESS_1,COMPONENT_5,1483246808086691.40,XYZ_Latency_069,1.59,2017/01/01 00:00:08.086691,
PROCESS_1,COMPONENT_5,1483246808086691.40,XYZ_Latency_033,1.89,2017/01/01 00:00:08.086691,
PROCESS_1,COMPONENT_5,1483246808086691.40,XYZ_Latency_069,0.45,2017/01/01 00:00:08.086691,
PROCESS_1,COMPONENT_3,1483246812507308.95,XYZ_Latency_034,1.93,2017/01/01 00:00:12.507308,
PROCESS_1,COMPONENT_3,1483246812507308.95,XYZ_Latency_027,0.18,2017/01/01 00:00:12.507308,
PROCESS_1,COMPONENT_3,1483246812507308.95,XYZ_Latency_090,1.99,2017/01/01 00:00:12.507308,
PROCESS_1,COMPONENT_3,1483246812507308.95,XYZ_Latency_041,1.16,2017/01/01 00:00:12.507308,
PROCESS_1,COMPONENT_3,1483246812507308.95,XYZ_Latency_088,0.85,2017/01/01 00:00:12.507308,
PROCESS_2,COMPONENT_3,1483246805351328.14,XYZ_Latency_093,0.26,2017/01/01 00:00:05.351328,
PROCESS_2,COMPONENT_3,1483246805351328.14,XYZ_Latency_028,0.49,2017/01/01 00:00:05.351328,
PROCESS_2,COMPONENT_3,1483246805351328.14,XYZ_Latency_051,0.67,2017/01/01 00:00:05.351328,
PROCESS_2,COMPONENT_3,1483246805351328.14,XYZ_Latency_062,0.14,2017/01/01 00:00:05.351328,
PROCESS_2,COMPONENT_3,1483246805351328.14,XYZ_Latency_075,1.84,2017/01/01 00:00:05.351328,
PROCESS_2,COMPONENT_2,1483246811865553.60,XYZ_Latency_033,0.31,2017/01/01 00:00:11.865553,
PROCESS_2,COMPONENT_2,1483246811865553.60,XYZ_Latency_091,1.46,2017/01/01 00:00:11.865553,
PROCESS_2,COMPONENT_2,1483246811865553.60,XYZ_Latency_019,1.76,2017/01/01 00:00:11.865553,
PROCESS_2,COMPONENT_2,1483246811865553.60,XYZ_Latency_025,1.46,2017/01/01 00:00:11.865553,
PROCESS_2,COMPONENT_2,1483246811865553.60,XYZ_Latency_071,0.63,2017/01/01 00:00:11.865553,
PROCESS_1,COMPONENT_2,1483246805277641.07,XYZ_Latency_064,0.55,2017/01/01 00:00:05.277641,
PROCESS_1,COMPONENT_2,1483246805277641.07,XYZ_Latency_052,1.86,2017/01/01 00:00:05.277641,
PROCESS_1,COMPONENT_2,1483246805277641.07,XYZ_Latency_096,1.54,2017/01/01 00:00:05.277641,
PROCESS_1,COMPONENT_2,1483246805277641.07,XYZ_Latency_086,1.66,2017/01/01 00:00:05.277641,
PROCESS_1,COMPONENT_2,1483246805277641.07,XYZ_Latency_071,0.59,2017/01/01 00:00:05.277641,
PROCESS_1,COMPONENT_3,1483246805684612.86,XYZ_Latency_079,1.35,2017/01/01 00:00:05.684612,
PROCESS_1,COMPONENT_3,1483246805684612.86,XYZ_Latency_040,1.31,2017/01/01 00:00:05.684612,
PROCESS_1,COMPONENT_3,1483246805684612.86,XYZ_Latency_068,0.97,2017/01/01 00:00:05.684612,
PROCESS_1,COMPONENT_3,1483246805684612.86,XYZ_Latency_082,0.9,2017/01/01 00:00:05.684612,
PROCESS_1,COMPONENT_3,1483246805684612.86,XYZ_Latency_033,0.29,2017/01/01 00:00:05.684612,
PROCESS_1,COMPONENT_1,1483246804725397.47,XYZ_Latency_089,0.16,2017/01/01 00:00:04.725397,
PROCESS_1,COMPONENT_1,1483246804725397.47,XYZ_Latency_085,0.99,2017/01/01 00:00:04.725397,
PROCESS_1,COMPONENT_1,1483246804725397.47,XYZ_Latency_069,0.14,2017/01/01 00:00:04.725397,
PROCESS_1,COMPONENT_1,1483246804725397.47,XYZ_Latency_063,0.74,2017/01/01 00:00:04.725397,
PROCESS_1,COMPONENT_1,1483246804725397.47,XYZ_Latency_091,1.4,2017/01/01 00:00:04.725397,
PROCESS_1,COMPONENT_3,1483246803470287.89,XYZ_Latency_037,0.29,2017/01/01 00:00:03.470287,
PROCESS_1,COMPONENT_3,1483246803470287.89,XYZ_Latency_076,1.39,2017/01/01 00:00:03.470287,
PROCESS_1,COMPONENT_3,1483246803470287.89,XYZ_Latency_046,1.56,2017/01/01 00:00:03.470287,
PROCESS_1,COMPONENT_3,1483246803470287.89,XYZ_Latency_098,0.96,2017/01/01 00:00:03.470287,
PROCESS_1,COMPONENT_3,1483246803470287.89,XYZ_Latency_075,0.52,2017/01/01 00:00:03.470287,
PROCESS_2,COMPONENT_1,1483246802704805.52,XYZ_Latency_054,1.95,2017/01/01 00:00:02.704805,
PROCESS_2,COMPONENT_1,1483246802704805.52,XYZ_Latency_012,0.64,2017/01/01 00:00:02.704805,
PROCESS_2,COMPONENT_1,1483246802704805.52,XYZ_Latency_021,0.88,2017/01/01 00:00:02.704805,
PROCESS_2,COMPONENT_1,1483246802704805.52,XYZ_Latency_088,0.99,2017/01/01 00:00:02.704805,
PROCESS_2,COMPONENT_1,1483246802704805.52,XYZ_Latency_045,0.29,2017/01/01 00:00:02.704805,
PROCESS_1,COMPONENT_1,1483246800098236.69,XYZ_Latency_030,1.76,2017/01/01 00:00:00.098236,
PROCESS_1,COMPONENT_1,1483246800098236.69,XYZ_Latency_039,1.07,2017/01/01 00:00:00.098236,
PROCESS_1,COMPONENT_1,1483246800098236.69,XYZ_Latency_086,0.93,2017/01/01 00:00:00.098236,
PROCESS_1,COMPONENT_1,1483246800098236.69,XYZ_Latency_017,0.75,2017/01/01 00:00:00.098236,
PROCESS_1,COMPONENT_1,1483246800098236.69,XYZ_Latency_072,0.9,2017/01/01 00:00:00.098236,
PROCESS_2,COMPONENT_1,1483246800602903.45,XYZ_Latency_075,1.32,2017/01/01 00:00:00.602903,
PROCESS_2,COMPONENT_1,1483246800602903.45,XYZ_Latency_099,1.18,2017/01/01 00:00:00.602903,
PROCESS_2,COMPONENT_1,1483246800602903.45,XYZ_Latency_041,0.19,2017/01/01 00:00:00.602903,
PROCESS_2,COMPONENT_1,1483246800602903.45,XYZ_Latency_011,0.59,2017/01/01 00:00:00.602903,
PROCESS_2,COMPONENT_1,1483246800602903.45,XYZ_Latency_034,0.62,2017/01/01 00:00:00.602903,
PROCESS_1,COMPONENT_1,1483246805499493.91,XYZ_Latency_048,1.12,2017/01/01 00:00:05.499493,
PROCESS_1,COMPONENT_1,1483246805499493.91,XYZ_Latency_068,1.52,2017/01/01 00:00:05.499493,
PROCESS_1,COMPONENT_1,1483246805499493.91,XYZ_Latency_019,1.97,2017/01/01 00:00:05.499493,
PROCESS_1,COMPONENT_1,1483246805499493.91,XYZ_Latency_099,1.17,2017/01/01 00:00:05.499493,
PROCESS_1,COMPONENT_1,1483246805499493.91,XYZ_Latency_044,1.6,2017/01/01 00:00:05.499493,
PROCESS_1,COMPONENT_2,1483246809217213.60,XYZ_Latency_091,0.41,2017/01/01 00:00:09.217213,
PROCESS_1,COMPONENT_2,1483246809217213.60,XYZ_Latency_013,0.81,2017/01/01 00:00:09.217213,
PROCESS_1,COMPONENT_2,1483246809217213.60,XYZ_Latency_088,0.95,2017/01/01 00:00:09.217213,
PROCESS_1,COMPONENT_2,1483246809217213.60,XYZ_Latency_009,0.13,2017/01/01 00:00:09.217213,
PROCESS_1,COMPONENT_2,1483246809217213.60,XYZ_Latency_099,1.83,2017/01/01 00:00:09.217213,
PROCESS_1,COMPONENT_1,1483246811210755.72,XYZ_Latency_092,1.65,2017/01/01 00:00:11.210755,
PROCESS_1,COMPONENT_1,1483246811210755.72,XYZ_Latency_041,1.11,2017/01/01 00:00:11.210755,
PROCESS_1,COMPONENT_1,1483246811210755.72,XYZ_Latency_021,0.63,2017/01/01 00:00:11.210755,
PROCESS_1,COMPONENT_1,1483246811210755.72,XYZ_Latency_033,1.15,2017/01/01 00:00:11.210755,
PROCESS_1,COMPONENT_1,1483246811210755.72,XYZ_Latency_030,1.21,2017/01/01 00:00:11.210755,
PROCESS_1,COMPONENT_4,1483246800719008.35,XYZ_Latency_091,0.43,2017/01/01 00:00:00.719008,
PROCESS_1,COMPONENT_4,1483246800719008.35,XYZ_Latency_031,0.62,2017/01/01 00:00:00.719008,
PROCESS_1,COMPONENT_4,1483246800719008.35,XYZ_Latency_073,1.4,2017/01/01 00:00:00.719008,
PROCESS_1,COMPONENT_4,1483246800719008.35,XYZ_Latency_079,0.83,2017/01/01 00:00:00.719008,
PROCESS_1,COMPONENT_4,1483246800719008.35,XYZ_Latency_042,1.23,2017/01/01 00:00:00.719008,
PROCESS_2,COMPONENT_1,1483246802622915.29,XYZ_Latency_093,0.68,2017/01/01 00:00:02.622915,
PROCESS_2,COMPONENT_1,1483246802622915.29,XYZ_Latency_005,1.23,2017/01/01 00:00:02.622915,
PROCESS_2,COMPONENT_1,1483246802622915.29,XYZ_Latency_092,1.76,2017/01/01 00:00:02.622915,
PROCESS_2,COMPONENT_1,1483246802622915.29,XYZ_Latency_099,0.3,2017/01/01 00:00:02.622915,
PROCESS_2,COMPONENT_1,1483246802622915.29,XYZ_Latency_085,1.8,2017/01/01 00:00:02.622915,
PROCESS_1,COMPONENT_4,1483246809792599.27,XYZ_Latency_067,1.61,2017/01/01 00:00:09.792599,
PROCESS_1,COMPONENT_4,1483246809792599.27,XYZ_Latency_040,1.21,2017/01/01 00:00:09.792599,
PROCESS_1,COMPONENT_4,1483246809792599.27,XYZ_Latency_047,1.46,2017/01/01 00:00:09.792599,
PROCESS_1,COMPONENT_4,1483246809792599.27,XYZ_Latency_053,0.52,2017/01/01 00:00:09.792599,
PROCESS_1,COMPONENT_4,1483246809792599.27,XYZ_Latency_046,1.63,2017/01/01 00:00:09.792599,
PROCESS_2,COMPONENT_4,1483246803298944.36,XYZ_Latency_003,0.11,2017/01/01 00:00:03.298944,
PROCESS_2,COMPONENT_4,1483246803298944.36,XYZ_Latency_003,1.01,2017/01/01 00:00:03.298944,
PROCESS_2,COMPONENT_4,1483246803298944.36,XYZ_Latency_079,0.65,2017/01/01 00:00:03.298944,
PROCESS_2,COMPONENT_4,1483246803298944.36,XYZ_Latency_016,1.23,2017/01/01 00:00:03.298944,
PROCESS_2,COMPONENT_4,1483246803298944.36,XYZ_Latency_056,0.25,2017/01/01 00:00:03.298944,
PROCESS_2,COMPONENT_2,1483246805311133.37,XYZ_Latency_074,0.39,2017/01/01 00:00:05.311133,
PROCESS_2,COMPONENT_2,1483246805311133.37,XYZ_Latency_026,0.9,2017/01/01 00:00:05.311133,
PROCESS_2,COMPONENT_2,1483246805311133.37,XYZ_Latency_051,1.52,2017/01/01 00:00:05.311133,
PROCESS_2,COMPONENT_2,1483246805311133.37,XYZ_Latency_019,1.65,2017/01/01 00:00:05.311133,
PROCESS_2,COMPONENT_2,1483246805311133.37,XYZ_Latency_031,1.86,2017/01/01 00:00:05.311133,
PROCESS_2,COMPONENT_1,1483246805638109.53,XYZ_Latency_089,1.55,2017/01/01 00:00:05.638109,
PROCESS_2,COMPONENT_1,1483246805638109.53,XYZ_Latency_022,0.38,2017/01/01 00:00:05.638109,
PROCESS_2,COMPONENT_1,1483246805638109.53,XYZ_Latency_097,0.34,2017/01/01 00:00:05.638109,
PROCESS_2,COMPONENT_1,1483246805638109.53,XYZ_Latency_033,1.52,2017/01/01 00:00:05.638109,
PROCESS_2,COMPONENT_1,1483246805638109.53,XYZ_Latency_062,0.18,2017/01/01 00:00:05.638109,
PROCESS_2,COMPONENT_3,1483246811343375.04,XYZ_Latency_007,1.9,2017/01/01 00:00:11.343375,
PROCESS_2,COMPONENT_3,1483246811343375.04,XYZ_Latency_093,0.77,2017/01/01 00:00:11.343375,
PROCESS_2,COMPONENT_3,1483246811343375.04,XYZ_Latency_075,0.51,2017/01/01 00:00:11.343375,
PROCESS_2,COMPONENT_3,1483246811343375.04,XYZ_Latency_067,0.73,2017/01/01 00:00:11.343375,
PROCESS_2,COMPONENT_3,1483246811343375.04,XYZ_Latency_066,0.14,2017/01/01 00:00:11.343375,
PROCESS_2,COMPONENT_1,1483246807862481.25,XYZ_Latency_028,0.89,2017/01/01 00:00:07.862481,
PROCESS_2,COMPONENT_1,1483246807862481.25,XYZ_Latency_032,1.42,2017/01/01 00:00:07.862481,
PROCESS_2,COMPONENT_1,1483246807862481.25,XYZ_Latency_012,1.95,2017/01/01 00:00:07.862481,
PROCESS_2,COMPONENT_1,1483246807862481.25,XYZ_Latency_030,1.75,2017/01/01 00:00:07.862481,
PROCESS_2,COMPONENT_1,1483246807862481.25,XYZ_Latency_006,0.15,2017/01/01 00:00:07.862481,
PROCESS_1,COMPONENT_2,1483246806115579.96,XYZ_Latency_042,1.72,2017/01/01 00:00:06.115579,
PROCESS_1,COMPONENT_2,1483246806115579.96,XYZ_Latency_090,0.64,2017/01/01 00:00:06.115579,
PROCESS_1,COMPONENT_2,1483246806115579.96,XYZ_Latency_087,0.66,2017/01/01 00:00:06.115579,
PROCESS_1,COMPONENT_2,1483246806115579.96,XYZ_Latency_060,0.18,2017/01/01 00:00:06.115579,
PROCESS_1,COMPONENT_2,1483246806115579.96,XYZ_Latency_003,0.63,2017/01/01 00:00:06.115579,
PROCESS_1,COMPONENT_1,1483246801637605.79,XYZ_Latency_026,1.5,2017/01/01 00:00:01.637605,
PROCESS_1,COMPONENT_1,1483246801637605.79,XYZ_Latency_077,0.69,2017/01/01 00:00:01.637605,
PROCESS_1,COMPONENT_1,1483246801637605.79,XYZ_Latency_063,1.13,2017/01/01 00:00:01.637605,
PROCESS_1,COMPONENT_1,1483246801637605.79,XYZ_Latency_044,1.78,2017/01/01 00:00:01.637605,
PROCESS_1,COMPONENT_1,1483246801637605.79,XYZ_Latency_073,0.89,2017/01/01 00:00:01.637605,
PROCESS_1,COMPONENT_2,1483246810472622.91,XYZ_Latency_044,1.7,2017/01/01 00:00:10.472622,
PROCESS_1,COMPONENT_2,1483246810472622.91,XYZ_Latency_078,1.79,2017/01/01 00:00:10.472622,
PROCESS_1,COMPONENT_2,1483246810472622.91,XYZ_Latency_079,0.4,2017/01/01 00:00:10.472622,
PROCESS_1,COMPONENT_2,1483246810472622.91,XYZ_Latency_041,1.2,2017/01/01 00:00:10.472622,
